productname,date,farmprice,retailpricepettah,retailpricedambulla,averagespread
Carrot,1/1/2018,232.34,286.65,308.35,65.16
Cabbage,1/1/2018,141.64,171.71,196.75,42.59
Tomato,1/1/2018,188.68,238.9,258.62,60.08
Brinjal,1/1/2018,135.95,166.84,179.6,37.27
Pumpkin,1/1/2018,91.84,115.8,125.98,29.05
Snake Gourd,1/1/2018,112.48,142.42,155.76,36.61
Green Chilli,1/1/2018,285.89,350.7,383.36,81.14
Lime,1/1/2018,265.15,363.41,374.42,103.77
Beans,2/1/2018,197.84,247.83,256.16,54.16
Carrot,2/1/2018,243.62,294.53,351.07,79.18
Cabbage,2/1/2018,142.24,194.19,194.61,52.16
Tomato,2/1/2018,174.45,213.88,245.93,55.46
Brinjal,2/1/2018,106.42,133.53,138.11,29.4
Pumpkin,2/1/2018,76.52,96.53,108.93,26.21
Snake Gourd,2/1/2018,85.69,116.36,114.49,29.74
Green Chilli,2/1/2018,205.12,280.5,295.56,82.91
Lime,2/1/2018,196.92,247.04,265.84,59.52
Beans,3/1/2018,167.63,210.11,222.98,48.92
Carrot,3/1/2018,190.93,263.44,256.46,69.02
Cabbage,3/1/2018,131.65,164.72,177.38,39.4
Tomato,3/1/2018,241.51,330.14,327.38,87.25
Brinjal,3/1/2018,124.25,169.03,159.15,39.84
Pumpkin,3/1/2018,131.81,164.21,178.34,39.47
Snake Gourd,3/1/2018,86.99,116.17,111.95,27.07
Green Chilli,3/1/2018,184.64,235.94,234.87,50.77
Lime,3/1/2018,200.53,260.99,265.45,62.69
Beans,4/1/2018,191.97,256.12,248.03,60.1
Carrot,4/1/2018,214.55,258.92,300.92,65.37
Cabbage,4/1/2018,170.58,232.32,221.04,56.1
Tomato,4/1/2018,141.74,171.97,177.49,32.99
Brinjal,4/1/2018,168.36,215.63,235.37,57.14
Pumpkin,4/1/2018,117.77,159.69,152.44,38.3
Snake Gourd,4/1/2018,93.98,119.8,129.05,30.44
Green Chilli,4/1/2018,218.88,288.48,277.67,64.2
Lime,4/1/2018,324.49,438.54,407.51,98.54
Beans,5/1/2018,171.51,212.16,238.85,54
Carrot,5/1/2018,191.11,246.84,270.49,67.55
Cabbage,5/1/2018,170.65,231.73,237.05,63.74
Tomato,5/1/2018,135.49,180.81,173.07,41.45
Brinjal,5/1/2018,140.68,188.37,203.21,55.11
Pumpkin,5/1/2018,88.19,116.79,115.96,28.18
Snake Gourd,5/1/2018,92.41,112.74,126.4,27.16
Green Chilli,5/1/2018,174.45,243.49,241.93,68.26
Lime,5/1/2018,190.02,230.9,257.77,54.31
Beans,6/1/2018,121.72,150.41,172.23,39.6
Carrot,6/1/2018,200.07,252.68,276.38,64.46
Cabbage,6/1/2018,148.47,184,198.92,42.99
Tomato,6/1/2018,206.11,271.27,276.16,67.6
Brinjal,6/1/2018,95.18,129.18,126.74,32.78
Pumpkin,6/1/2018,82.56,113.91,115.41,32.1
Snake Gourd,6/1/2018,131.85,171.34,176,41.82
Green Chilli,6/1/2018,189.64,251.33,269.17,70.61
Lime,6/1/2018,284.64,382.22,411.27,112.11
Beans,7/1/2018,152.96,186.01,201.03,40.56
Carrot,7/1/2018,215.91,261.09,271.05,50.16
Cabbage,7/1/2018,146.04,203.7,195.43,53.53
Tomato,7/1/2018,201.23,249.22,263.34,55.05
Brinjal,7/1/2018,132.49,164.29,175.77,37.54
Pumpkin,7/1/2018,75.05,96.44,103.59,24.97
Snake Gourd,7/1/2018,142.07,192,205.35,56.6
Green Chilli,7/1/2018,220.49,301.3,304.6,82.46
Lime,7/1/2018,270.4,371.3,346.11,88.31
Beans,8/1/2018,154.47,195.44,217.78,52.14
Carrot,8/1/2018,159.62,210.46,206.84,49.03
Cabbage,8/1/2018,118.61,164.08,161.59,44.23
Tomato,8/1/2018,132.23,164.93,176.76,38.62
Brinjal,8/1/2018,136.98,167.82,172.37,33.12
Pumpkin,8/1/2018,74.28,91.59,93.23,18.13
Snake Gourd,8/1/2018,144.09,175.51,201.9,44.61
Green Chilli,8/1/2018,244.45,341.35,341.48,96.97
Lime,8/1/2018,222.63,306.29,284.16,72.6
Beans,9/1/2018,150.76,187.07,208.58,47.07
Carrot,9/1/2018,214.99,296.21,299.78,83
Cabbage,9/1/2018,127.11,165.77,164.01,37.78
Tomato,9/1/2018,202.85,250.11,267.75,56.08
Brinjal,9/1/2018,95.92,120.16,136.95,32.63
Pumpkin,9/1/2018,76.86,106.08,100.64,26.5
Snake Gourd,9/1/2018,99.06,132.23,124.09,29.1
Green Chilli,9/1/2018,186.68,231.86,245.79,52.14
Lime,9/1/2018,177.61,217.72,237.49,49.99
Beans,10/1/2018,153.36,205.47,196.95,47.85
Carrot,10/1/2018,234.38,299.41,336.32,83.49
Cabbage,10/1/2018,170.73,233.06,247.32,69.46
Tomato,10/1/2018,167.15,215.17,236.87,58.87
Brinjal,10/1/2018,126.83,175.84,176.43,49.31
Pumpkin,10/1/2018,115.51,143.88,164.51,38.68
Snake Gourd,10/1/2018,85.92,107.52,112.27,23.97
Green Chilli,10/1/2018,203.42,271.29,286.21,75.33
Lime,10/1/2018,234.76,319.58,303.3,76.68
Beans,11/1/2018,124.35,163.33,158.28,36.46
Carrot,11/1/2018,173.32,238.85,224.91,58.56
Cabbage,11/1/2018,126.34,166.43,161.92,37.83
Tomato,11/1/2018,130.24,173.15,173.87,43.27
Brinjal,11/1/2018,117.56,145.41,158.92,34.6
Pumpkin,11/1/2018,77.78,108.52,108.52,30.74
Snake Gourd,11/1/2018,97.22,129.65,123.39,29.3
Green Chilli,11/1/2018,188.79,251.12,236.38,54.96
Lime,11/1/2018,311.34,406.22,417.45,100.5
Beans,12/1/2018,120.28,160.89,163.66,41.99
Carrot,12/1/2018,176.55,221.92,228.35,48.58
Cabbage,12/1/2018,142.34,188.81,179.15,41.64
Tomato,12/1/2018,175.7,241.53,238.62,64.38
Brinjal,12/1/2018,98.23,136.97,128.43,34.47
Pumpkin,12/1/2018,101.17,129.23,142.9,34.89
Snake Gourd,12/1/2018,107.32,142.81,153.44,40.81
Green Chilli,12/1/2018,279.99,369.81,397.23,103.53
Lime,12/1/2018,284.03,391,408.92,115.93
Beans,1/1/2019,163.43,225.04,216.38,57.28
Carrot,1/1/2019,196.59,261,266.76,67.29
Cabbage,1/1/2019,209.58,274.76,279.2,67.4
Tomato,1/1/2019,224.1,288.32,284.82,62.47
Brinjal,1/1/2019,156.14,209.72,203.2,50.32
Pumpkin,1/1/2019,80.88,101.23,103.73,21.6
Snake Gourd,1/1/2019,139.82,180.25,183.49,42.05
Green Chilli,1/1/2019,159.31,209.65,216.44,53.74
Lime,1/1/2019,275.18,381.13,358.27,94.52
Beans,2/1/2019,205.86,251.13,265.91,52.66
Carrot,2/1/2019,254.09,325.47,343.56,80.43
Cabbage,2/1/2019,162.58,213.38,232.84,60.53
Tomato,2/1/2019,203.32,278.92,267.44,69.86
Brinjal,2/1/2019,108.93,130.99,151.58,32.36
Pumpkin,2/1/2019,119.2,160.39,162.77,42.38
Snake Gourd,2/1/2019,105.53,141.82,135.36,33.06
Green Chilli,2/1/2019,229.97,299.92,329.79,84.89
Lime,2/1/2019,243.53,329.26,306.15,74.17
Beans,3/1/2019,184.81,224.55,246.29,50.61
Carrot,3/1/2019,171.7,210.97,232.84,50.21
Cabbage,3/1/2019,162.22,204.75,225.2,52.76
Tomato,3/1/2019,213.14,277.52,286.33,68.78
Brinjal,3/1/2019,159.11,215.16,207.82,52.38
Pumpkin,3/1/2019,112.46,145.35,151.72,36.08
Snake Gourd,3/1/2019,135.49,168.37,180.03,38.71
Green Chilli,3/1/2019,246.91,322.22,311.55,69.98
Lime,3/1/2019,298.56,411.86,393.37,104.06
Beans,4/1/2019,205.75,268.35,290.42,73.64
Carrot,4/1/2019,240.47,295.08,346.99,80.56
Cabbage,4/1/2019,182.78,223.09,234.29,45.91
Tomato,4/1/2019,178.39,249.09,252.52,72.42
Brinjal,4/1/2019,182.16,229.1,253.15,58.96
Pumpkin,4/1/2019,105.08,137.17,142.37,34.69
Snake Gourd,4/1/2019,99.5,127.54,141.33,34.94
Green Chilli,4/1/2019,266.61,365.43,374.83,103.52
Lime,4/1/2019,325.91,440.98,419.59,104.37
Beans,5/1/2019,153.34,192.66,214.06,50.02
Carrot,5/1/2019,164.96,222.71,236.82,64.8
Cabbage,5/1/2019,155.64,193.12,210.63,46.24
Tomato,5/1/2019,243.87,303.07,353.59,84.46
Brinjal,5/1/2019,139.16,186.44,196.31,52.22
Pumpkin,5/1/2019,135.26,189.17,190.32,54.48
Snake Gourd,5/1/2019,96.93,129.8,124.02,29.98
Green Chilli,5/1/2019,320.01,399.65,429.36,94.5
Lime,5/1/2019,209.25,281.03,279.52,71.02
Beans,6/1/2019,140.7,189.84,195.54,51.99
Carrot,6/1/2019,250.19,346.14,357.66,101.71
Cabbage,6/1/2019,149.81,198.14,192.76,45.64
Tomato,6/1/2019,137.43,167.65,185.34,39.06
Brinjal,6/1/2019,154.17,212.34,207.61,55.81
Pumpkin,6/1/2019,78.34,100.37,108.63,26.16
Snake Gourd,6/1/2019,159.07,220.08,210.64,56.29
Green Chilli,6/1/2019,245.95,309.32,339.77,78.6
Lime,6/1/2019,275.19,378.78,372.96,100.68
Beans,7/1/2019,157.73,219.63,218.05,61.11
Carrot,7/1/2019,164.21,206.32,223.88,50.89
Cabbage,7/1/2019,103.79,126.98,150.06,34.73
Tomato,7/1/2019,148.24,206.47,198.07,54.03
Brinjal,7/1/2019,131.92,174.67,169.9,40.37
Pumpkin,7/1/2019,101.61,134.19,133.8,32.39
Snake Gourd,7/1/2019,118.27,161.16,159.37,42
Green Chilli,7/1/2019,273.46,359.64,342.02,77.37
Lime,7/1/2019,237.54,320.29,322.66,83.94
Beans,8/1/2019,142.85,195.75,200.65,55.35
Carrot,8/1/2019,205.15,250.45,262.53,51.34
Cabbage,8/1/2019,124.3,154.31,174.4,40.06
Tomato,8/1/2019,150.88,190.92,203.34,46.25
Brinjal,8/1/2019,147.88,196.65,213.46,57.18
Pumpkin,8/1/2019,77.33,101.72,101.4,24.23
Snake Gourd,8/1/2019,138.65,174.77,200.48,48.97
Green Chilli,8/1/2019,217.21,268.85,279.7,57.06
Lime,8/1/2019,251.55,311.35,314.76,61.5
Beans,9/1/2019,118.34,164.54,170.31,49.08
Carrot,9/1/2019,159.04,219.35,223.66,62.46
Cabbage,9/1/2019,129.89,174.92,163.68,39.41
Tomato,9/1/2019,214.05,286.25,297.25,77.7
Brinjal,9/1/2019,114.64,151.09,146.22,34.02
Pumpkin,9/1/2019,117.31,160.29,165.68,45.68
Snake Gourd,9/1/2019,127.26,174.33,179.22,49.52
Green Chilli,9/1/2019,270.61,375.96,384.73,109.73
Lime,9/1/2019,314.22,377.45,423.62,86.31
Beans,10/1/2019,153.63,201.86,214.7,54.65
Carrot,10/1/2019,218.77,295.99,275.05,66.75
Cabbage,10/1/2019,119,153.87,167.54,41.7
Tomato,10/1/2019,150.06,198.97,214.53,56.69
Brinjal,10/1/2019,171.2,209.31,227.31,47.11
Pumpkin,10/1/2019,122.42,164.47,154.86,37.25
Snake Gourd,10/1/2019,130.42,170.89,167.78,38.92
Green Chilli,10/1/2019,271.73,368.69,358.49,91.86
Lime,10/1/2019,312.52,392.38,422.49,94.92
Beans,11/1/2019,181.94,229.91,262.06,64.04
Carrot,11/1/2019,156.57,198.78,199.56,42.6
Cabbage,11/1/2019,156,188.39,216.36,46.38
Tomato,11/1/2019,193.97,245.6,257.51,57.58
Brinjal,11/1/2019,164.31,204.85,227.89,52.06
Pumpkin,11/1/2019,123.97,153.21,166.24,35.76
Snake Gourd,11/1/2019,94.49,122.72,126.72,30.23
Green Chilli,11/1/2019,188.42,256.62,249.22,64.5
Lime,11/1/2019,326.81,419.68,424.84,95.45
Beans,12/1/2019,176.38,220.71,225.68,46.82
Carrot,12/1/2019,200.01,265.66,285.88,75.76
Cabbage,12/1/2019,119.84,165.9,156.76,41.49
Tomato,12/1/2019,147.73,194.61,185.96,42.56
Brinjal,12/1/2019,152.59,209.31,214.1,59.11
Pumpkin,12/1/2019,97.08,117.85,128.9,26.3
Snake Gourd,12/1/2019,137.99,190.01,176.55,45.29
Green Chilli,12/1/2019,257.99,344.28,369.53,98.91
Lime,12/1/2019,239.42,330.74,319.98,85.94
Beans,1/1/2020,160.48,215.04,214.16,54.12
Carrot,1/1/2020,271.97,355.1,351.57,81.36
Cabbage,1/1/2020,156.25,209.86,198.45,47.9
Tomato,1/1/2020,179.87,250.14,228.42,59.41
Brinjal,1/1/2020,131.63,161.31,182.98,40.52
Pumpkin,1/1/2020,106.8,140.47,146.5,36.68
Snake Gourd,1/1/2020,122.71,154.74,161.78,35.55
Green Chilli,1/1/2020,256.44,308.43,368.34,81.94
Lime,1/1/2020,257.63,320.75,322.54,64.02
Beans,2/1/2020,183.42,232.77,230.35,48.14
Carrot,2/1/2020,202.86,282.85,292.77,84.95
Cabbage,2/1/2020,227.68,306.15,286.67,68.73
Tomato,2/1/2020,217.16,295.07,287.42,74.09
Brinjal,2/1/2020,137.98,184.61,179.84,44.25
Pumpkin,2/1/2020,124.23,172.49,157.38,40.7
Snake Gourd,2/1/2020,105.61,137.63,151.18,38.8
Green Chilli,2/1/2020,217.68,261.56,313.93,70.06
Lime,2/1/2020,290.18,365.2,382.34,83.59
Beans,3/1/2020,201.31,274.94,260.3,66.31
Carrot,3/1/2020,212.47,294.38,283.99,76.72
Cabbage,3/1/2020,194.55,267.74,261.36,70
Tomato,3/1/2020,183.31,234.98,240.42,54.39
Brinjal,3/1/2020,168.84,217.52,243.57,61.7
Pumpkin,3/1/2020,121.96,150.49,169.97,38.27
Snake Gourd,3/1/2020,107.28,149.87,153.05,44.18
Green Chilli,3/1/2020,311.36,405.82,422.57,102.83
Lime,3/1/2020,341.12,425.88,463.6,103.62
Beans,4/1/2020,189.25,230.46,274.35,63.16
Carrot,4/1/2020,188.77,237.09,244.17,51.86
Cabbage,4/1/2020,192.89,239.94,272.58,63.37
Tomato,4/1/2020,195.85,249.92,255.26,56.74
Brinjal,4/1/2020,116.28,159.86,162.24,44.77
Pumpkin,4/1/2020,122.21,162.74,166.18,42.25
Snake Gourd,4/1/2020,177.72,237.13,247.96,64.82
Green Chilli,4/1/2020,205.02,278.83,266.52,67.65
Lime,4/1/2020,380.72,468.01,499.64,103.1
Beans,5/1/2020,199.63,276.86,253.64,65.62
Carrot,5/1/2020,302.51,403.66,392.77,95.71
Cabbage,5/1/2020,168.67,204.2,224.17,45.52
Tomato,5/1/2020,169.94,211.71,217.46,44.65
Brinjal,5/1/2020,172.64,212.13,235.62,51.24
Pumpkin,5/1/2020,91.36,110.68,128.59,28.28
Snake Gourd,5/1/2020,161.22,205.25,224.72,53.76
Green Chilli,5/1/2020,320.38,397.29,419,87.77
Lime,5/1/2020,254.83,326.97,340.25,78.78
Beans,6/1/2020,173.97,228.65,233.4,57.06
Carrot,6/1/2020,228.13,286.48,301.25,65.74
Cabbage,6/1/2020,184.31,239.18,247.42,58.99
Tomato,6/1/2020,220.23,296.31,303.31,79.58
Brinjal,6/1/2020,102.77,139.05,132.14,32.83
Pumpkin,6/1/2020,110.46,151.51,143.61,37.1
Snake Gourd,6/1/2020,117.49,164.23,150.53,39.89
Green Chilli,6/1/2020,224.95,308.69,288.44,73.62
Lime,6/1/2020,360.66,439.62,467.87,93.08
Beans,7/1/2020,179.59,233.81,250.09,62.36
Carrot,7/1/2020,162.68,211.47,214.91,50.51
Cabbage,7/1/2020,182.64,234.67,261.7,65.54
Tomato,7/1/2020,164.26,201.77,218.46,45.86
Brinjal,7/1/2020,136.66,176.44,186.79,44.96
Pumpkin,7/1/2020,85.66,105.49,108.77,21.47
Snake Gourd,7/1/2020,140.32,191.88,202.94,57.09
Green Chilli,7/1/2020,212.57,290.85,299.14,82.43
Lime,7/1/2020,219.6,295.2,292.2,74.1
Beans,8/1/2020,196.65,235.98,274.6,58.64
Carrot,8/1/2020,227.56,278.76,326.33,74.98
Cabbage,8/1/2020,181.63,245.17,254.25,68.08
Tomato,8/1/2020,205.15,248.91,274,56.3
Brinjal,8/1/2020,177.28,230.34,248.87,62.32
Pumpkin,8/1/2020,112.17,145.4,159.52,40.29
Snake Gourd,8/1/2020,121.46,150.08,153.82,30.49
Green Chilli,8/1/2020,220.84,294.16,301.95,77.22
Lime,8/1/2020,301.46,373.17,387.8,79.03
Beans,9/1/2020,130.23,166.96,186.67,46.59
Carrot,9/1/2020,242.88,308.04,318.47,70.38
Cabbage,9/1/2020,134.18,179.08,181.77,46.24
Tomato,9/1/2020,150.28,184.65,190.17,37.13
Brinjal,9/1/2020,175.99,245.38,242.67,68.03
Pumpkin,9/1/2020,91.71,111.04,117.53,22.58
Snake Gourd,9/1/2020,153.44,210.6,213.41,58.56
Green Chilli,9/1/2020,188.29,248.78,259.55,65.88
Lime,9/1/2020,323.49,411.9,405.34,85.13
Beans,10/1/2020,140.36,178.87,200.6,49.37
Carrot,10/1/2020,190.74,241.26,269.05,64.41
Cabbage,10/1/2020,158.41,211.18,226.6,60.48
Tomato,10/1/2020,214.78,293.6,270.01,67.03
Brinjal,10/1/2020,115.05,138.39,164.73,36.51
Pumpkin,10/1/2020,108.54,151.17,144.72,39.4
Snake Gourd,10/1/2020,89.42,117.97,125,32.06
Green Chilli,10/1/2020,229.92,312.94,296.43,74.77
Lime,10/1/2020,238.49,287.78,336.02,73.41
Beans,11/1/2020,189.7,239.23,242.53,51.18
Carrot,11/1/2020,163.69,227.78,219.3,59.85
Cabbage,11/1/2020,127.74,176.53,174.26,47.66
Tomato,11/1/2020,159.37,192.6,203.98,38.92
Brinjal,11/1/2020,94.93,114.3,131.17,27.8
Pumpkin,11/1/2020,100.95,122.11,142.2,31.2
Snake Gourd,11/1/2020,101.81,123.13,138.09,28.8
Green Chilli,11/1/2020,219.7,305.14,275.92,70.83
Lime,11/1/2020,326.48,413.74,432.41,96.6
Beans,12/1/2020,201.49,280.28,257.69,67.49
Carrot,12/1/2020,253.64,324.01,324.97,70.85
Cabbage,12/1/2020,169.69,224.76,229.91,57.64
Tomato,12/1/2020,174.86,244.05,230.39,62.36
Brinjal,12/1/2020,127.04,165.92,171.6,41.72
Pumpkin,12/1/2020,97.59,129.79,133.24,33.92
Snake Gourd,12/1/2020,138.49,175.88,194.99,46.94
Green Chilli,12/1/2020,331.89,450.94,466.92,127.04
Lime,12/1/2020,330.77,436.58,456.57,115.8
Beans,1/1/2021,214.94,266.01,284.67,60.4
Carrot,1/1/2021,237.23,290.39,306.38,61.16
Cabbage,1/1/2021,191.55,250.08,244.88,55.93
Tomato,1/1/2021,171.92,215.22,247.66,59.52
Brinjal,1/1/2021,153.03,212.06,202.44,54.22
Pumpkin,1/1/2021,98.46,119.79,129.57,26.22
Snake Gourd,1/1/2021,111.53,143.49,161.62,41.03
Green Chilli,1/1/2021,221.95,310.27,289.04,77.71
Lime,1/1/2021,346.44,447.62,486.47,120.61
Beans,2/1/2021,197.3,259.39,279.65,72.22
Carrot,2/1/2021,172.36,208.26,236.17,49.85
Cabbage,2/1/2021,170.42,229.23,225.93,57.16
Tomato,2/1/2021,194.8,262.07,277.66,75.06
Brinjal,2/1/2021,147.35,187.47,198.55,45.66
Pumpkin,2/1/2021,106.76,130.55,151.7,34.36
Snake Gourd,2/1/2021,133.33,170.28,192.12,47.87
Green Chilli,2/1/2021,316.64,399.6,405.61,85.97
Lime,2/1/2021,352.13,485.72,449.47,115.47
Beans,3/1/2021,178.11,238.25,234.32,58.17
Carrot,3/1/2021,209.89,258.51,302.88,70.81
Cabbage,3/1/2021,149.21,189.85,192.39,41.91
Tomato,3/1/2021,264.26,329.87,333.79,67.57
Brinjal,3/1/2021,179.36,226.31,224.24,45.91
Pumpkin,3/1/2021,146.75,195.18,202.49,52.09
Snake Gourd,3/1/2021,130.07,170.03,183.79,46.84
Green Chilli,3/1/2021,186.33,250.61,239.19,58.57
Lime,3/1/2021,246.87,336.05,309.09,75.7
Beans,4/1/2021,167.46,219.27,236.19,60.27
Carrot,4/1/2021,194.61,254.23,254.93,59.97
Cabbage,4/1/2021,178.26,214.23,231.84,44.78
Tomato,4/1/2021,264.11,342.36,357.14,85.64
Brinjal,4/1/2021,177.16,233.19,254.46,66.67
Pumpkin,4/1/2021,120.46,162.2,157.94,39.61
Snake Gourd,4/1/2021,169.43,214.61,214.23,44.99
Green Chilli,4/1/2021,393.98,510.63,510.28,116.47
Lime,4/1/2021,321.15,431.83,455.65,122.59
Beans,5/1/2021,149.91,204.74,195.26,50.09
Carrot,5/1/2021,308.96,428.2,413.94,112.11
Cabbage,5/1/2021,259.85,329.7,336.14,73.07
Tomato,5/1/2021,265.86,350.75,373.09,96.06
Brinjal,5/1/2021,171.15,238.86,231.53,64.04
Pumpkin,5/1/2021,110.28,152.14,143.83,37.7
Snake Gourd,5/1/2021,123.82,162.72,173.36,44.22
Green Chilli,5/1/2021,216.64,265.28,312.75,72.38
Lime,5/1/2021,262.22,358.4,346.19,90.07
Beans,6/1/2021,160.16,223.87,231.79,67.67
Carrot,6/1/2021,251.61,325.27,362.32,92.18
Cabbage,6/1/2021,187.43,251.39,255.05,65.79
Tomato,6/1/2021,234.33,305.83,319.79,78.48
Brinjal,6/1/2021,203.21,256.47,284.01,67.03
Pumpkin,6/1/2021,124.15,152.65,162.86,33.61
Snake Gourd,6/1/2021,154.13,186.75,214.04,46.26
Green Chilli,6/1/2021,291.51,350.59,376.54,72.06
Lime,6/1/2021,241.61,296.08,344.19,78.52
Beans,7/1/2021,221.25,268.89,317.02,71.7
Carrot,7/1/2021,181.12,229.21,254.03,60.5
Cabbage,7/1/2021,152.47,185.02,195.08,37.58
Tomato,7/1/2021,161.89,204.05,207.7,43.99
Brinjal,7/1/2021,168.65,233.71,241.43,68.92
Pumpkin,7/1/2021,89.21,111.65,124.75,28.99
Snake Gourd,7/1/2021,172.08,225.27,223.25,52.18
Green Chilli,7/1/2021,345.53,456.05,467.88,116.44
Lime,7/1/2021,227.7,280.06,299.65,62.16
Beans,8/1/2021,160.76,224.65,216.81,59.97
Carrot,8/1/2021,231.96,298.95,296.01,65.52
Cabbage,8/1/2021,184.77,242.72,267.69,70.43
Tomato,8/1/2021,153.54,207.16,200.99,50.54
Brinjal,8/1/2021,117.91,149.45,162.27,37.95
Pumpkin,8/1/2021,151.93,206.08,200.83,51.53
Snake Gourd,8/1/2021,137.75,166.94,178.94,35.19
Green Chilli,8/1/2021,239.34,315.68,316.21,76.6
Lime,8/1/2021,249.2,331.92,334.03,83.78
Beans,9/1/2021,237.7,309.62,328.4,81.31
Carrot,9/1/2021,183.73,220.8,253.57,53.46
Cabbage,9/1/2021,144.69,193.77,184.61,44.5
Tomato,9/1/2021,245.24,325.64,315.27,75.21
Brinjal,9/1/2021,132.48,178.2,189.71,51.48
Pumpkin,9/1/2021,106.29,131.46,138.83,28.86
Snake Gourd,9/1/2021,128.72,176.89,163,41.22
Green Chilli,9/1/2021,311.09,391.72,433.24,101.39
Lime,9/1/2021,220.25,282.42,277.01,59.46
Beans,10/1/2021,213.33,284.15,307.15,82.32
Carrot,10/1/2021,161.46,198.57,204.78,40.21
Cabbage,10/1/2021,173.03,222.29,227.31,51.77
Tomato,10/1/2021,179.63,248.98,260.41,75.07
Brinjal,10/1/2021,158.44,221.08,199.19,51.7
Pumpkin,10/1/2021,87.79,105.9,125.45,27.88
Snake Gourd,10/1/2021,130.59,156.95,164.61,30.19
Green Chilli,10/1/2021,313.1,390.37,406.13,85.15
Lime,10/1/2021,299.76,372.04,426,99.26
Beans,11/1/2021,194.25,243.73,246.09,50.66
Carrot,11/1/2021,167.21,227.99,225.52,59.54
Cabbage,11/1/2021,135.91,168.74,191.76,44.34
Tomato,11/1/2021,197.76,253.51,269.88,63.94
Brinjal,11/1/2021,120.09,167.48,167.44,47.37
Pumpkin,11/1/2021,125.61,169.57,177.97,48.16
Snake Gourd,11/1/2021,130.94,163.34,187.59,44.53
Green Chilli,11/1/2021,212.12,262.29,292.92,65.49
Lime,11/1/2021,279.05,354.27,360.31,78.24
Beans,12/1/2021,191.55,264.99,247.29,64.59
Carrot,12/1/2021,225.49,299.68,316.09,82.39
Cabbage,12/1/2021,157.67,209.64,203.4,48.85
Tomato,12/1/2021,184.1,251.13,241.74,62.34
Brinjal,12/1/2021,137.78,168.54,172.72,32.85
Pumpkin,12/1/2021,84.24,113.45,113.04,29.01
Snake Gourd,12/1/2021,114.03,149.77,160.45,41.08
Green Chilli,12/1/2021,265.29,342.43,355.75,83.8
Lime,12/1/2021,265.89,351.49,332.42,76.07
Beans,1/1/2022,183.5,230.77,254.31,59.04
Carrot,1/1/2022,191.57,268.13,262.72,73.86
Cabbage,1/1/2022,143.74,200.1,198.72,55.67
Tomato,1/1/2022,183.23,227.64,241.9,51.54
Brinjal,1/1/2022,125.1,150.6,177.55,38.98
Pumpkin,1/1/2022,105.54,129.73,150.21,34.43
Snake Gourd,1/1/2022,106.18,143.97,142.1,36.85
Green Chilli,1/1/2022,240.17,297.98,324.09,70.87
Lime,1/1/2022,381.04,490.63,519.87,124.21
Beans,2/1/2022,194.99,237.09,264.85,55.98
Carrot,2/1/2022,296.57,365.75,376.14,74.38
Cabbage,2/1/2022,189.45,237.67,270,64.39
Tomato,2/1/2022,182.3,254.24,251.08,70.36
Brinjal,2/1/2022,132.53,168.04,182.85,42.91
Pumpkin,2/1/2022,128.1,162.1,170.34,38.12
Snake Gourd,2/1/2022,135.4,182.39,177.04,44.31
Green Chilli,2/1/2022,325.01,425.9,437.35,106.62
Lime,2/1/2022,251.63,324.71,348.8,85.12
Beans,3/1/2022,303.36,396,394.32,91.8
Carrot,3/1/2022,190.67,229.44,248.57,48.34
Cabbage,3/1/2022,191.39,251.87,269.22,69.16
Tomato,3/1/2022,283.13,376.38,408.05,109.08
Brinjal,3/1/2022,142.97,177.92,195.89,43.93
Pumpkin,3/1/2022,97.82,127.65,133.59,32.8
Snake Gourd,3/1/2022,123.12,158.99,177.28,45.02
Green Chilli,3/1/2022,301.98,393.79,435.5,112.66
Lime,3/1/2022,426.01,548.4,542.46,119.42
Beans,4/1/2022,267.38,367.2,341.39,86.92
Carrot,4/1/2022,251.09,304.47,348.61,75.45
Cabbage,4/1/2022,162.6,219.72,226.39,60.46
Tomato,4/1/2022,330.38,449.72,468,128.48
Brinjal,4/1/2022,231.54,310,291.57,69.24
Pumpkin,4/1/2022,118.8,164.95,157.15,42.25
Snake Gourd,4/1/2022,115.79,140.04,158.39,33.42
Green Chilli,4/1/2022,318.74,386.72,450.82,100.03
Lime,4/1/2022,445.27,622.14,616.38,173.99
Beans,5/1/2022,202.87,245.64,263.81,51.85
Carrot,5/1/2022,188.97,241.99,264.47,64.26
Cabbage,5/1/2022,144.75,185.41,183.23,39.57
Tomato,5/1/2022,188.19,249.02,242.4,57.52
Brinjal,5/1/2022,168.48,209.01,222.51,47.28
Pumpkin,5/1/2022,107.31,128.88,154.38,34.32
Snake Gourd,5/1/2022,154.26,198.7,205.17,47.68
Green Chilli,5/1/2022,270.17,339.99,343.13,71.39
Lime,5/1/2022,243.75,333.36,329.31,87.58
Beans,6/1/2022,182.88,232.69,243.57,55.25
Carrot,6/1/2022,272.1,357.85,350.97,82.31
Cabbage,6/1/2022,214.57,292.11,302.84,82.9
Tomato,6/1/2022,209.73,288.25,266.31,67.55
Brinjal,6/1/2022,151.41,190.64,217.73,52.77
Pumpkin,6/1/2022,118.08,153.02,148.65,32.76
Snake Gourd,6/1/2022,146.97,203.09,191.36,50.26
Green Chilli,6/1/2022,244.92,295.14,316.63,60.96
Lime,6/1/2022,247.55,340.65,331.82,88.68
Beans,7/1/2022,151.03,181.88,200.08,39.95
